unit_nr,time_cycles,max_cycle,s2,s3,s4,s7,s11,s12,s13,s15,s17,s20,s21
26,155,167,1.1858,1.44,1.4589,1.17,1.3324,1.4386,1.0665,1.4532,1.3291,1.3004,1.4469
26,156,167,1.1729,1.4355,1.5608,1.1289,1.285,1.507,1.0524,1.4604,1.3609,1.3986,1.4143
26,157,167,1.157,1.413,1.5391,1.161,1.3184,1.5616,1.0772,1.493,1.365,1.3982,1.486
26,158,167,1.2297,1.4957,1.4959,1.0938,1.3088,1.4762,1.1041,1.5769,1.3532,1.3333,1.4438
26,159,167,1.2173,1.3507,1.576,1.1113,1.3673,1.4814,1.1189,1.4903,1.3951,1.4031,1.5246
26,160,167,1.2357,1.4056,1.5186,1.1235,1.3322,1.4892,1.0828,1.5465,1.4216,1.3914,1.5035
26,161,167,1.2226,1.4475,1.5107,1.1685,1.3193,1.4537,1.0895,1.4529,1.4916,1.4128,1.4081
26,162,167,1.2378,1.4995,1.5422,1.1561,1.2635,1.4486,1.1214,1.573,1.4669,1.4555,1.4764
26,163,167,1.2187,1.4341,1.5668,1.1489,1.3903,1.577,1.1139,1.4167,1.424,1.4104,1.5125
26,164,167,1.2368,1.5372,1.4994,1.2099,1.3376,1.4757,1.0469,1.5204,1.445,1.4731,1.4621
26,165,167,1.229,1.472,1.5737,1.0864,1.3765,1.4841,1.1635,1.5079,1.4423,1.4041,1.528
26,166,167,1.2287,1.4664,1.5451,1.1599,1.4187,1.4537,1.1299,1.592,1.3423,1.4078,1.5566
26,167,167,1.2597,1.4804,1.5638,1.1539,1.3093,1.4414,1.1042,1.5896,1.4366,1.3519,1.4654
27,1,244,0.8399,1.0483,1.1687,1.0091,1.148,0.9181,0.9208,1.0564,1.0357,1.2008,0.9157
27,2,244,0.7961,1.0377,1.1802,1.0037,1.1179,0.9244,0.8908,1.1042,1.0511,1.2251,0.9387
27,3,244,0.8307,0.9861,1.1829,1.0035,1.1618,0.968,0.8971,1.1208,1.0804,1.1655,0.948
27,4,244,0.7691,1.0243,1.133,1.0306,1.1511,0.8825,0.8533,1.0776,1.0511,1.1639,0.892
27,5,244,0.7856,1.0366,1.1246,0.9814,1.1206,0.9276,0.852,1.0653,1.0556,1.205,0.9022
27,6,244,0.7978,1.0382,1.1843,0.9374,1.1843,0.936,0.8834,1.0925,1.0903,1.148,0.9249
27,7,244,0.835,1.0241,1.154,0.9739,1.1163,0.9513,0.8253,1.0859,1.0727,1.2007,0.9356
27,8,244,0.7993,1.0351,1.1567,0.986,1.1522,0.9215,0.8699,1.128,1.0967,1.1891,0.9537
27,9,244,0.8213,1.0425,1.168,1.0036,1.1327,0.9304,0.8898,1.1145,1.0864,1.1683,0.9245
27,10,244,0.7951,1.0243,1.1419,0.9693,1.1366,0.9255,0.8557,1.0926,1.0805,1.1802,0.9488
27,11,244,0.8113,1.0199,1.1506,1.0044,1.1173,0.9623,0.8589,1.128,1.0873,1.1552,0.909
27,12,244,0.7853,1.0617,1.1393,0.9903,1.1127,0.8914,0.8699,1.1077,1.0411,1.2044,0.908
27,13,244,0.7875,1.0263,1.1249,0.9873,1.1233,0.9286,0.884,1.1037,1.0846,1.2063,0.9109
27,14,244,0.8191,1.0208,1.1582,0.9693,1.1238,0.9214,0.8555,1.0857,1.0364,1.2058,0.9198
27,15,244,0.8165,1.0353,1.1254,0.9979,1.1598,0.9348,0.8493,1.1072,1.0716,1.2058,0.894
27,16,244,0.7886,1.0401,1.1884,1.0022,1.132,0.8874,0.8783,1.1024,1.0925,1.1935,0.9218
27,17,244,0.7935,1.0107,1.1466,0.9821,1.1557,0.9117,0.8318,1.1128,1.1044,1.2156,0.9054
27,18,244,0.8395,1.0218,1.1774,1.019,1.1384,0.9356,0.8538,1.0967,1.1069,1.2065,0.8707
27,19,244,0.7982,1.0068,1.1357,1.0375,1.152,0.9526,0.8716,1.0942,1.1063,1.2151,0.9295
27,20,244,0.8071,0.995,1.1949,0.9751,1.1696,0.9215,0.8401,1.0849,1.0661,1.1799,0.927
27,21,244,0.7971,1.0586,1.1315,0.9935,1.1321,0.9348,0.861,1.0962,1.0688,1.2215,0.8933
27,22,244,0.8214,1.0625,1.1504,0.9927,1.1513,0.9481,0.9025,1.1129,1.0969,1.1865,0.8818
27,23,244,0.8073,1.039,1.1389,0.9619,1.1411,0.9595,0.8861,1.1162,1.0956,1.199,0.8973
27,24,244,0.8022,0.9978,1.1254,0.9807,1.1709,0.9345,0.8154,1.1089,1.0977,1.1998,0.8944
27,25,244,0.8318,1.0388,1.1958,1.0187,1.1284,0.9322,0.8493,1.082,1.0974,1.2022,0.9322
27,26,244,0.8033,1.0285,1.159,1.0142,1.1556,0.9591,0.8649,1.1501,1.0973,1.2032,0.9361
27,27,244,0.8221,1.0167,1.1612,1.0175,1.1477,0.9417,0.8561,1.0581,1.0953,1.2309,0.9149
27,28,244,0.7986,1.0205,1.1376,0.9719,1.198,0.9409,0.8707,1.1118,1.0461,1.2159,0.9292
27,29,244,0.7788,1.0167,1.1767,0.9649,1.1379,0.9251,0.8681,1.1335,1.0576,1.2086,0.8922
27,30,244,0.8472,1.0385,1.1964,1.0027,1.1572,0.908,0.8414,1.1115,1.1073,1.194,0.907
27,31,244,0.7884,1.0525,1.12,1.0238,1.1465,0.9736,0.8692,1.0928,1.0437,1.1805,0.907
27,32,244,0.789,1.0139,1.1987,0.9522,1.1386,0.9766,0.9047,1.0862,1.1444,1.1486,0.9008
27,33,244,0.7979,1.039,1.158,1.0006,1.1632,0.9431,0.8963,1.0637,1.0546,1.2382,0.8986
27,34,244,0.8309,0.9892,1.1278,0.9997,1.1674,0.9416,0.8803,1.1188,1.0426,1.2345,0.9361
27,35,244,0.8193,1.0167,1.1575,1.0314,1.1364,0.9486,0.8788,1.0958,1.0928,1.236,0.9098
27,36,244,0.8172,1.0168,1.1856,1.015,1.1484,0.9336,0.8724,1.1162,1.0665,1.198,0.8854
27,37,244,0.8441,1.035,1.1303,0.9882,1.1433,0.9865,0.852,1.1295,1.0758,1.2071,0.8933
27,38,244,0.8115,1.073,1.1387,1.0052,1.1701,0.9511,0.8704,1.078,1.0975,1.227,0.9309
27,39,244,0.8126,1.0374,1.1948,1.0,1.1332,0.9535,0.8644,1.1252,1.067,1.2033,0.8873
27,40,244,0.8259,1.0729,1.1362,0.9906,1.1645,0.9624,0.8534,1.1109,1.0578,1.2262,0.9223
27,41,244,0.7933,1.0368,1.1524,0.9702,1.1439,0.937,0.8758,1.1439,1.0624,1.2015,0.9289
27,42,244,0.7871,1.0226,1.171,1.0146,1.1481,0.9169,0.862,1.1214,1.1111,1.2067,0.9523
27,43,244,0.7903,1.0409,1.1974,1.0063,1.1652,0.9541,0.8895,1.0915,1.1037,1.1723,0.9368
27,44,244,0.7999,1.0332,1.2139,1.0299,1.1551,0.9365,0.8637,1.1239,1.0393,1.2234,0.9389
27,45,244,0.7768,1.0563,1.1654,0.979,1.1543,0.9516,0.867,1.0946,1.0363,1.221,0.9021
27,46,244,0.8308,1.0433,1.1853,0.9479,1.1511,0.9145,0.8567,1.138,1.1272,1.206,0.9371
27,47,244,0.8433,1.0117,1.1414,1.0193,1.1664,0.9696,0.8643,1.1028,1.115,1.1601,0.9213
27,48,244,0.8081,1.0234,1.1197,1.0162,1.1954,0.9404,0.8905,1.1256,1.1042,1.2449,0.9073
27,49,244,0.802,1.014,1.1552,1.019,1.1365,0.9689,0.8785,1.1092,1.094,1.2221,0.8904
27,50,244,0.7716,0.9961,1.1943,0.981,1.1825,0.8955,0.8871,1.1532,1.0518,1.237,0.9492
27,51,244,0.7937,1.0249,1.1447,1.0532,1.0907,0.9317,0.8999,1.1351,1.0552,1.1964,0.8802
27,52,244,0.7774,1.07,1.1965,1.0024,1.2083,0.944,0.9012,1.1034,1.0668,1.202,0.9222
27,53,244,0.7944,1.0412,1.1546,1.0436,1.1775,0.9542,0.8819,1.1143,1.0994,1.2281,0.9113
27,54,244,0.7756,1.0694,1.1926,0.9785,1.2027,0.9663,0.9089,1.1155,1.1119,1.208,0.8691
27,55,244,0.8498,1.0369,1.1648,1.0078,1.1433,0.9687,0.8955,1.1255,1.0395,1.2002,0.9186
27,56,244,0.811,1.0791,1.2007,1.0617,1.1629,0.9439,0.8482,1.1084,1.1191,1.1977,0.9486
27,57,244,0.8137,1.0266,1.1459,1.0498,1.1751,0.9859,0.9109,1.1227,1.0909,1.201,0.9188
27,58,244,0.8206,1.0359,1.1513,0.9889,1.1879,0.9922,0.9242,1.1763,1.0983,1.2879,0.9219
27,59,244,0.7744,1.0417,1.2299,1.0012,1.1496,0.9258,0.9214,1.117,1.1347,1.2402,0.9697
27,60,244,0.817,1.0319,1.1811,1.0102,1.183,0.9692,0.8903,1.1068,1.0909,1.2292,0.9114
27,61,244,0.8707,1.069,1.2104,1.0094,1.1912,0.8849,0.89,1.0985,1.1177,1.1924,0.9115
27,62,244,0.8006,1.0711,1.1813,0.9855,1.1543,0.9193,0.9229,1.1637,1.0737,1.2524,0.9704
27,63,244,0.8021,1.0851,1.1226,1.0129,1.2154,0.9284,0.9099,1.099,1.1112,1.2491,0.9205
27,64,244,0.7849,1.0341,1.1888,0.9924,1.1413,0.9379,0.8625,1.139,1.0781,1.2263,0.9522
27,65,244,0.8309,1.0503,1.238,1.0503,1.1668,0.8838,0.8594,1.1624,1.1057,1.2077,0.9159
27,66,244,0.8077,1.0631,1.1575,1.0075,1.179,0.9347,0.9113,1.1423,1.0784,1.2362,0.8969
27,67,244,0.828,1.0716,1.162,1.0176,1.2011,0.9535,0.8923,1.177,1.067,1.2429,0.9625
27,68,244,0.8486,1.0402,1.1851,0.9598,1.192,0.9484,0.9564,1.094,1.1615,1.2591,0.9529
27,69,244,0.7967,1.0711,1.1951,1.046,1.1603,0.9328,0.9023,1.1389,1.1007,1.2536,0.9915
27,70,244,0.8276,1.091,1.2068,1.0598,1.1317,0.9096,0.876,1.0823,1.1204,1.2078,0.9607
27,71,244,0.8075,1.0441,1.1842,0.9864,1.1783,0.9584,0.8981,1.129,1.0793,1.2332,1.024
27,72,244,0.7975,1.1196,1.2063,0.9382,1.1938,0.9297,0.8635,1.134,1.1283,1.22,0.9471
27,73,244,0.8393,1.0376,1.1614,1.064,1.1801,0.9618,0.9126,1.1533,1.123,1.1921,0.9653
27,74,244,0.8351,1.0749,1.1947,1.0531,1.1874,0.9454,0.8799,1.1255,1.1192,1.2365,0.906
27,75,244,0.8099,1.0942,1.1972,1.0005,1.2204,0.9961,0.9135,1.1318,1.089,1.2729,0.9599
27,76,244,0.7994,1.024,1.2081,1.0661,1.1648,1.0007,0.8673,1.0704,1.1157,1.1989,0.9763
27,77,244,0.8824,1.0644,1.2087,1.0067,1.1932,0.9592,0.8677,1.1807,1.1067,1.2143,0.9384
27,78,244,0.8387,1.0656,1.2246,1.018,1.2345,0.9584,0.8596,1.1358,1.1054,1.2212,0.9317
27,79,244,0.9012,1.0187,1.2297,0.9952,1.1814,0.9714,0.9046,1.1518,1.1106,1.2499,0.9674
27,80,244,0.8168,1.0848,1.2255,1.0453,1.1974,0.9598,0.922,1.0804,1.095,1.2666,0.9807
27,81,244,0.7825,1.0422,1.1698,1.0506,1.2012,1.0253,0.9097,1.1576,1.1351,1.3055,0.927
27,82,244,0.8028,1.073,1.1631,0.9941,1.2131,0.914,0.933,1.1229,1.1017,1.2098,0.9706
27,83,244,0.8322,1.0747,1.1823,1.0189,1.2137,0.9765,0.8698,1.1274,1.1119,1.2531,0.97
27,84,244,0.83,1.0662,1.1437,1.0629,1.124,0.9704,0.8669,1.1412,1.1172,1.2237,0.9235
27,85,244,0.8098,1.115,1.1787,1.0322,1.1877,0.9579,0.9209,1.0982,1.1232,1.2752,0.9617
27,86,244,0.8265,1.0924,1.1998,1.0152,1.2103,0.9516,0.8686,1.1384,1.1074,1.2001,0.9776
27,87,244,0.869,1.0699,1.1531,1.0521,1.2025,0.9676,0.9581,1.1722,1.0871,1.2363,0.9862
27,88,244,0.8601,1.0777,1.2354,1.0417,1.2021,0.9372,0.915,1.134,1.1062,1.253,0.9347
27,89,244,0.8507,1.0569,1.2447,1.0343,1.18,0.9945,0.951,1.176,1.1125,1.2164,0.9584
27,90,244,0.8286,1.0759,1.2028,1.0314,1.2428,0.9642,0.8954,1.1221,1.1622,1.2413,0.9457
27,91,244,0.8186,1.0888,1.1973,1.0665,1.177,0.9216,0.9114,1.1485,1.1611,1.2519,0.8844
27,92,244,0.8311,1.0472,1.2127,1.0393,1.1885,0.9762,0.969,1.161,1.1428,1.2086,1.0072
27,93,244,0.809,1.0923,1.206,1.0231,1.2149,0.9547,0.914,1.1761,1.0878,1.2386,0.9541
27,94,244,0.811,1.0957,1.2326,1.0807,1.1841,1.0119,0.9305,1.1485,1.1253,1.2262,0.971
27,95,244,0.8438,1.0915,1.225,0.9935,1.1841,1.0216,0.9295,1.0778,1.1059,1.313,0.9667
27,96,244,0.869,1.0669,1.2089,1.0854,1.2047,0.951,0.8884,1.1626,1.134,1.2537,1.0143
27,97,244,0.8672,1.0584,1.2183,1.0758,1.1701,0.9408,0.9462,1.1427,1.1636,1.2766,0.9514
27,98,244,0.8459,1.125,1.1959,0.9952,1.2298,0.9793,0.9091,1.1356,1.0938,1.3132,0.9367
27,99,244,0.8084,1.0749,1.1802,0.9651,1.2257,0.9842,0.9223,1.1907,1.0994,1.27,0.9982
27,100,244,0.8478,1.085,1.2719,1.0773,1.1877,0.9363,0.9591,1.2063,1.1153,1.2819,1.0029
27,101,244,0.8595,1.1322,1.2046,1.0503,1.1878,0.9737,0.9315,1.1745,1.0944,1.2965,1.0279
27,102,244,0.839,1.0518,1.2358,1.0378,1.1899,0.9535,0.8886,1.1428,1.1433,1.2103,0.9609
27,103,244,0.8383,1.0701,1.2019,1.0674,1.2068,0.9625,0.9393,1.1303,1.0929,1.2166,0.9427
27,104,244,0.8714,1.0298,1.1932,1.0919,1.2105,1.0427,0.8638,1.1778,1.1477,1.2917,0.9302
27,105,244,0.8557,1.0977,1.2223,1.0693,1.1937,0.9899,0.9413,1.2385,1.1182,1.2659,0.9724
27,106,244,0.8806,1.117,1.2285,1.059,1.2259,0.9945,0.8815,1.1722,1.104,1.2856,0.9735
27,107,244,0.8665,1.0883,1.2205,1.012,1.2221,0.9396,0.9226,1.1841,1.1565,1.2777,0.9824
27,108,244,0.8936,1.0924,1.284,1.0103,1.2419,1.0255,0.9589,1.2234,1.1608,1.2729,0.9708
27,109,244,0.8908,1.0611,1.2845,1.0685,1.2279,0.9611,0.9709,1.1524,1.1426,1.2349,1.0051
27,110,244,0.8775,1.063,1.232,1.1136,1.23,0.9809,0.9993,1.1547,1.1539,1.3149,0.9695
27,111,244,0.8383,1.0437,1.2509,1.0847,1.1866,0.9643,0.9885,1.1439,1.1584,1.3203,1.0069
27,112,244,0.8375,1.1305,1.2275,1.1076,1.2472,0.9928,0.9226,1.1529,1.1805,1.284,0.9427
27,113,244,0.8506,1.058,1.2182,1.0901,1.1742,0.9972,0.9393,1.1924,1.1116,1.3003,1.0067
27,114,244,0.8551,1.0749,1.257,1.0331,1.2294,0.9815,0.9067,1.1843,1.2019,1.2843,0.95
27,115,244,0.9404,1.0337,1.2428,1.0451,1.2189,0.9775,0.934,1.1949,1.1665,1.3294,0.9414
27,116,244,0.8492,1.1,1.2219,1.0567,1.2309,1.0076,0.9368,1.1527,1.0915,1.3334,0.9453
27,117,244,0.9076,1.1013,1.2316,1.0794,1.2003,1.0643,0.9121,1.1545,1.1593,1.2866,0.9184
27,118,244,0.8411,1.1406,1.2307,1.0231,1.2838,1.0693,0.9397,1.1825,1.1673,1.3207,1.0006
27,119,244,0.8405,1.0454,1.2713,1.0838,1.2288,1.003,0.9135,1.2148,1.1688,1.3093,0.979
27,120,244,0.839,1.1224,1.2772,1.0633,1.2512,0.9772,0.9755,1.1544,1.1528,1.2382,0.9687
27,121,244,0.9233,1.0994,1.2345,1.1206,1.2343,1.014,0.9289,1.2129,1.1691,1.2527,0.9794
27,122,244,0.8113,1.18,1.2359,1.121,1.2347,1.0149,0.9511,1.2007,1.1522,1.3281,1.0376
27,123,244,0.8828,1.075,1.2578,1.0584,1.2411,1.0104,0.9409,1.1876,1.1717,1.3177,1.0271
27,124,244,0.8584,1.0678,1.2725,1.0548,1.1794,1.0172,0.9949,1.1656,1.1793,1.2994,0.9499
27,125,244,0.8573,1.1002,1.2865,1.1044,1.268,0.9888,0.9624,1.2016,1.179,1.2624,0.9969
27,126,244,0.8792,1.0966,1.2584,1.0791,1.2633,1.0844,0.9392,1.2335,1.1602,1.3227,0.9834
27,127,244,0.8696,1.1378,1.3085,1.0563,1.2189,1.0829,0.9326,1.1856,1.2019,1.3327,1.0687
27,128,244,0.8774,1.1195,1.3254,1.0866,1.2051,1.0533,1.0012,1.1715,1.1723,1.3251,1.0147
27,129,244,0.8959,1.1661,1.2951,1.0895,1.2718,0.9767,0.9539,1.2173,1.157,1.2689,0.93
27,130,244,0.884,1.106,1.2063,1.0461,1.2817,0.9918,0.9282,1.206,1.1654,1.3273,1.0642
27,131,244,0.879,1.1091,1.2773,1.0847,1.2708,1.0295,0.8913,1.1705,1.1397,1.3005,1.0392
27,132,244,0.8938,1.0715,1.2408,1.1031,1.3021,1.0301,0.9383,1.2245,1.145,1.2873,0.9763
27,133,244,0.9371,1.1109,1.2727,1.0877,1.3154,1.0286,0.9721,1.2017,1.1446,1.3003,0.9895
27,134,244,0.8541,1.1443,1.2823,1.0995,1.318,1.0636,0.9381,1.251,1.1868,1.3365,1.0449
27,135,244,0.909,1.1144,1.2727,1.0926,1.3048,1.0206,0.9655,1.1798,1.2293,1.3092,0.977
27,136,244,0.8881,1.0981,1.2613,1.1092,1.292,1.0258,0.9798,1.2259,1.2185,1.2792,0.9902
27,137,244,0.869,1.1149,1.2698,1.0991,1.2626,0.9749,0.9841,1.2682,1.2102,1.3287,1.049
27,138,244,0.8998,1.0767,1.3436,1.1219,1.2039,1.0702,0.9444,1.1832,1.1814,1.3569,1.0346
27,139,244,0.8537,1.1309,1.2935,1.0856,1.2377,1.0579,0.954,1.213,1.2213,1.3103,1.02
27,140,244,0.863,1.1205,1.2378,1.1128,1.2831,1.0337,0.9922,1.2629,1.1451,1.3585,1.0123
27,141,244,0.8588,1.1637,1.2999,1.0926,1.2808,0.9659,0.9777,1.2488,1.1955,1.3234,1.0143
27,142,244,0.8854,1.0585,1.3011,1.1307,1.2597,1.0628,0.8967,1.2159,1.2467,1.306,1.0463
27,143,244,0.8926,1.1896,1.2458,1.1028,1.3086,1.0245,0.9977,1.2551,1.193,1.3468,1.0742
27,144,244,0.8436,1.1605,1.3097,1.0683,1.2321,1.0678,0.9562,1.2103,1.2261,1.3243,1.0503
27,145,244,0.9237,1.1997,1.31,1.0259,1.3332,1.0477,0.9663,1.2664,1.2154,1.3173,0.9349
27,146,244,0.8933,1.1043,1.284,1.0925,1.2421,1.0566,0.9822,1.2279,1.2427,1.3303,1.0576
27,147,244,0.9354,1.1447,1.3042,1.1495,1.2885,1.0394,1.0146,1.2457,1.1693,1.281,1.0737
27,148,244,0.8904,1.1888,1.3083,1.1667,1.2815,1.0487,0.9431,1.2336,1.2469,1.3688,1.0242
27,149,244,0.9046,1.1618,1.2909,1.0854,1.2815,1.0737,1.0292,1.2502,1.2046,1.3307,1.0623
27,150,244,0.9891,1.1703,1.2387,1.1749,1.2958,1.0851,0.9778,1.2755,1.2532,1.3377,0.9914
27,151,244,0.8881,1.1728,1.266,1.123,1.3005,1.0754,0.9862,1.2127,1.2531,1.3882,1.0744
27,152,244,0.9472,1.2113,1.2362,1.1377,1.3182,1.0877,1.0488,1.2952,1.2348,1.3719,0.9766
27,153,244,0.8907,1.1445,1.2596,1.1349,1.2987,1.0715,1.0476,1.2612,1.2583,1.3986,1.0727
27,154,244,0.9334,1.137,1.3351,1.0962,1.3104,1.0551,0.9782,1.2585,1.184,1.3531,1.0751
27,155,244,0.9033,1.1181,1.3687,1.1755,1.3281,1.0123,0.9991,1.2622,1.1827,1.4179,1.0423
27,156,244,0.9004,1.1767,1.3297,1.1296,1.3282,1.0048,0.9781,1.205,1.2387,1.3573,1.1021
27,157,244,0.9152,1.1969,1.3024,1.139,1.3282,1.0038,0.9597,1.2803,1.2631,1.4619,1.0224
27,158,244,0.9228,1.146,1.3253,1.1836,1.3528,1.0979,0.9898,1.1847,1.2571,1.3674,1.0032
27,159,244,0.9401,1.2413,1.2951,1.1014,1.3276,1.0662,0.9967,1.2955,1.1842,1.3672,1.0444
27,160,244,0.8923,1.1713,1.3821,1.152,1.3366,1.0673,1.048,1.2162,1.2507,1.398,1.0412
27,161,244,0.9732,1.2185,1.282,1.2138,1.2855,1.0604,1.0049,1.2907,1.2567,1.4016,1.0536
27,162,244,0.8498,1.207,1.3328,1.1716,1.2978,1.0563,1.0284,1.2604,1.3458,1.3636,1.1168
27,163,244,0.9237,1.1969,1.4118,1.1471,1.3061,1.0309,0.9687,1.2473,1.2251,1.4098,1.1064
27,164,244,0.9292,1.1577,1.3516,1.1291,1.2976,1.0517,1.0124,1.2233,1.2174,1.3411,1.0596
27,165,244,0.9599,1.1757,1.3196,1.0831,1.3074,1.0058,0.9667,1.2512,1.2368,1.3426,1.0527
27,166,244,0.8524,1.2353,1.3212,1.1662,1.2936,1.1129,0.983,1.3566,1.2424,1.3745,1.0227
27,167,244,0.9442,1.1815,1.3404,1.1186,1.3347,1.0809,1.0089,1.2638,1.2249,1.4334,1.0519
27,168,244,0.8823,1.1923,1.375,1.149,1.3597,1.0577,1.0578,1.2987,1.3035,1.4265,1.1362
27,169,244,0.9616,1.1813,1.311,1.1934,1.2966,1.0907,0.9636,1.2756,1.2117,1.394,1.0695
27,170,244,0.9328,1.2145,1.3169,1.1398,1.3729,1.0872,1.022,1.241,1.2479,1.4137,1.0919
27,171,244,0.9889,1.1994,1.3581,1.1494,1.3354,1.1059,1.0105,1.2649,1.2183,1.3982,1.0767
27,172,244,0.9155,1.1902,1.2832,1.1746,1.3682,1.1114,1.0542,1.2861,1.2696,1.3982,1.028
27,173,244,0.9141,1.1827,1.3108,1.1669,1.3652,1.0735,0.9558,1.305,1.3254,1.4545,1.0927
27,174,244,0.9451,1.2205,1.3283,1.1279,1.33,1.1191,1.0087,1.369,1.2683,1.4299,1.1085
27,175,244,0.9657,1.2137,1.4037,1.1439,1.3562,1.1593,1.0474,1.2654,1.2724,1.4043,1.0554
27,176,244,0.9661,1.1849,1.3363,1.1902,1.3513,1.1141,0.9854,1.3157,1.2455,1.4581,1.0916
27,177,244,0.9711,1.269,1.365,1.1697,1.3345,1.0452,1.0391,1.3133,1.2926,1.3955,1.0922
27,178,244,0.9051,1.2246,1.4124,1.1752,1.3574,1.0641,1.0655,1.2743,1.2771,1.385,1.0668
27,179,244,1.01,1.2183,1.2967,1.2413,1.3485,1.1127,1.0623,1.2778,1.2887,1.4446,1.0943
27,180,244,1.0078,1.2485,1.4181,1.1693,1.3727,1.1181,1.0481,1.3215,1.265,1.4837,1.0762
27,181,244,0.9647,1.2667,1.3388,1.1088,1.288,1.0849,1.0728,1.2461,1.2768,1.4457,1.0904
27,182,244,0.9665,1.26,1.4163,1.1958,1.3053,1.1652,1.0706,1.3673,1.3028,1.3715,1.0517
27,183,244,0.9305,1.2712,1.3772,1.1853,1.3383,1.0823,1.023,1.3631,1.316,1.4918,1.1324
27,184,244,0.9411,1.2529,1.3016,1.2205,1.3351,1.1406,0.9933,1.2942,1.268,1.4181,1.048
27,185,244,0.8861,1.1943,1.3986,1.1209,1.3489,1.1152,1.0176,1.2779,1.2522,1.3771,1.0974
27,186,244,0.9472,1.2199,1.4627,1.1844,1.3133,1.065,0.9158,1.3468,1.3068,1.4383,1.0986
27,187,244,0.9924,1.2216,1.4509,1.1852,1.3157,1.108,1.0021,1.3523,1.2808,1.4528,1.0662
27,188,244,0.9321,1.2204,1.3741,1.2147,1.4195,1.0879,1.0613,1.2943,1.2555,1.4898,1.0951
27,189,244,1.04,1.3158,1.3895,1.1801,1.3829,1.0704,1.0229,1.3534,1.294,1.3956,1.1551
27,190,244,1.0048,1.178,1.4177,1.2161,1.3754,1.1593,0.971,1.2829,1.2596,1.4427,1.0919
27,191,244,1.07,1.2577,1.3671,1.2124,1.4054,1.1743,1.0845,1.3859,1.249,1.4176,1.0865
27,192,244,0.9809,1.2168,1.4225,1.1665,1.3807,1.0908,1.0431,1.3525,1.3224,1.464,1.1061
27,193,244,0.9412,1.1826,1.4105,1.1894,1.3865,1.101,1.0549,1.3577,1.3098,1.4173,1.0357
27,194,244,1.0426,1.2339,1.3786,1.2388,1.4096,1.0839,1.0809,1.3729,1.3676,1.4566,1.1333
27,195,244,0.9816,1.2169,1.3905,1.2773,1.4001,1.0884,1.0489,1.2993,1.3062,1.5006,1.1695
27,196,244,0.9938,1.2105,1.43,1.1984,1.4071,1.0883,1.068,1.3679,1.3578,1.5189,1.1576
27,197,244,0.9991,1.3469,1.3978,1.2347,1.3985,1.1614,1.0501,1.3354,1.2851,1.4407,1.1075
27,198,244,0.9655,1.3151,1.4332,1.2917,1.3619,1.0847,1.066,1.3838,1.3313,1.4662,1.1739
27,199,244,1.011,1.2646,1.417,1.2541,1.4249,1.1057,1.0626,1.2869,1.3833,1.5035,1.125
27,200,244,0.9331,1.2758,1.3592,1.2493,1.4041,1.1874,1.0284,1.4076,1.326,1.4515,1.1981
27,201,244,1.038,1.2626,1.4388,1.2127,1.3975,1.1014,1.0667,1.3926,1.3441,1.4717,1.1311
27,202,244,0.9681,1.304,1.3692,1.2644,1.3887,1.1319,1.1504,1.3531,1.3601,1.5276,1.184
27,203,244,0.9995,1.3239,1.3803,1.2062,1.5075,1.0802,1.0662,1.4013,1.4112,1.4643,1.069
27,204,244,0.9494,1.2751,1.4287,1.2199,1.4961,1.168,1.0494,1.307,1.3105,1.4727,1.1743
27,205,244,0.9783,1.2483,1.4179,1.3093,1.4426,1.1994,1.1084,1.4167,1.4574,1.5383,1.1977
27,206,244,0.9969,1.2601,1.4288,1.2514,1.4406,1.1876,1.052,1.3674,1.3127,1.5486,1.2302
27,207,244,1.0412,1.2733,1.4678,1.2178,1.4614,1.1385,1.0946,1.4255,1.3459,1.4937,1.1719
27,208,244,0.9925,1.2748,1.421,1.2116,1.5015,1.1952,1.0965,1.3795,1.3424,1.4712,1.1006
27,209,244,1.0393,1.2344,1.4362,1.1977,1.4556,1.1407,1.0439,1.4178,1.3264,1.5093,1.0723
27,210,244,0.9383,1.2812,1.4257,1.2251,1.3949,1.1801,1.0591,1.3416,1.3596,1.4865,1.0985
27,211,244,1.0603,1.3408,1.3903,1.2816,1.412,1.1876,1.0776,1.4231,1.3419,1.5412,1.1539
27,212,244,1.0479,1.2769,1.4532,1.2616,1.4555,1.1365,1.08,1.3421,1.3366,1.4356,1.0892
27,213,244,1.0052,1.3466,1.439,1.2666,1.4405,1.1967,1.08,1.3768,1.3742,1.5037,1.106
27,214,244,1.0468,1.3124,1.5023,1.2622,1.4125,1.1661,1.0904,1.391,1.3371,1.5163,1.2209
27,215,244,1.0305,1.3073,1.417,1.2684,1.4228,1.1949,1.0883,1.3631,1.3392,1.6487,1.1944
27,216,244,1.0285,1.2504,1.4488,1.3014,1.4517,1.1769,1.0496,1.3777,1.3938,1.5127,1.1178
27,217,244,1.0336,1.3015,1.4608,1.2483,1.4826,1.1523,1.0376,1.3768,1.3019,1.593,1.1485
27,218,244,0.9931,1.2749,1.4829,1.2021,1.4955,1.1958,1.1448,1.4448,1.3363,1.5421,1.1551
27,219,244,1.0342,1.2755,1.4854,1.2833,1.4289,1.1507,1.1349,1.4212,1.3073,1.5904,1.2102
27,220,244,1.024,1.3221,1.5293,1.2309,1.5102,1.2376,1.0399,1.4466,1.3547,1.5108,1.1741
