fl_date,month,day_of_month,day_of_week,op_unique_carrier,op_carrier_fl_num,origin,dest,crs_dep_time,crs_elapsed_time,distance,arr_delay
2024-12-06,12,6,5,AS,490,SFO,SEA,1415,110,679,55
2024-10-20,10,20,7,AA,491,IAH,LAS,615,204,1220,8
2024-04-23,4,23,2,AS,492,BOS,MIA,930,208,1258,79
2024-06-26,6,26,3,DL,493,SFO,SEA,1545,105,679,27
2024-05-07,5,7,2,B6,494,SFO,SEA,500,117,679,-7
2024-08-02,8,2,5,F9,495,IAH,LAS,1730,202,1220,5
2024-09-02,9,2,1,NK,496,ORD,ATL,1045,112,606,-3
2024-01-11,1,11,4,AA,497,MIA,BOS,1515,213,1258,-8
2024-02-08,2,8,4,NK,498,DFW,DEN,1545,142,641,-8
2024-11-30,11,30,6,AA,499,ATL,JFK,600,135,760,-5
2024-07-28,7,28,7,WN,500,SFO,SEA,1330,114,679,7
2024-01-26,1,26,5,WN,501,ORD,ATL,900,121,606,5
2024-02-14,2,14,3,AA,502,ATL,JFK,2015,128,760,9
2024-03-28,3,28,4,AA,503,SFO,SEA,830,130,679,5
2024-09-07,9,7,6,NK,504,DEN,PHX,2245,105,602,10
2024-07-08,7,8,1,AS,505,ATL,JFK,1930,132,760,72
2024-02-01,2,1,4,B6,506,BOS,MIA,730,210,1258,-7
2024-04-26,4,26,5,NK,507,BOS,MIA,1845,203,1258,6
2024-06-02,6,2,7,WN,508,DEN,PHX,2115,103,602,-9
2024-03-26,3,26,2,F9,509,DFW,DEN,645,122,641,-6
2024-11-17,11,17,7,NK,510,SFO,SEA,700,117,679,0
2024-06-15,6,15,6,NK,511,SEA,SFO,2145,108,679,-10
2024-03-16,3,16,6,NK,512,DFW,DEN,800,145,641,-7
2024-06-25,6,25,2,B6,513,SEA,SFO,2045,106,679,10
2024-07-25,7,25,4,UA,514,MIA,BOS,645,213,1258,2
2024-05-01,5,1,3,AS,515,IAH,LAS,1600,195,1220,-2
2024-05-23,5,23,4,B6,516,MIA,BOS,1215,194,1258,-7
2024-05-17,5,17,5,F9,517,LAX,ORD,1145,246,1745,-8
2024-09-05,9,5,4,NK,518,IAH,LAS,2115,187,1220,-9
2024-09-16,9,16,1,B6,519,IAH,LAS,515,191,1220,6
2024-05-07,5,7,2,WN,520,JFK,LAX,1130,361,2475,62
2024-07-22,7,22,1,F9,521,SEA,SFO,1230,120,679,19
2024-08-30,8,30,5,F9,522,DFW,DEN,1300,129,641,-5
2024-01-26,1,26,5,AA,523,ATL,JFK,1215,146,760,-4
2024-11-29,11,29,5,WN,524,MIA,BOS,545,214,1258,115
2024-03-29,3,29,5,UA,525,EWR,MCO,1430,168,937,48
2024-08-23,8,23,5,NK,526,LAX,ORD,1700,240,1745,6
2024-11-27,11,27,3,AS,527,SEA,SFO,2000,115,679,-7
2024-06-15,6,15,6,B6,528,EWR,MCO,1415,159,937,107
2024-11-03,11,3,7,WN,529,JFK,LAX,545,359,2475,-6
2024-07-26,7,26,5,B6,530,ATL,JFK,1130,148,760,106
2024-09-30,9,30,1,WN,531,EWR,MCO,2130,182,937,1
2024-10-12,10,12,6,UA,532,EWR,MCO,1315,185,937,32
2024-02-15,2,15,4,AS,533,EWR,MCO,1830,166,937,55
2024-05-30,5,30,4,B6,534,BOS,MIA,745,213,1258,22
2024-03-02,3,2,6,WN,535,SEA,SFO,1800,132,679,-1
2024-04-12,4,12,5,UA,536,DFW,DEN,930,147,641,4
2024-09-06,9,6,5,UA,537,ORD,ATL,600,124,606,0
2024-03-27,3,27,3,B6,538,SFO,SEA,715,124,679,116
2024-08-07,8,7,3,NK,539,EWR,MCO,500,172,937,2
2024-07-10,7,10,3,WN,540,IAH,LAS,1100,206,1220,6
2024-05-07,5,7,2,AA,541,EWR,MCO,900,167,937,-1
2024-02-03,2,3,6,B6,542,DFW,DEN,1930,133,641,-1
2024-09-07,9,7,6,UA,543,LAX,ORD,515,247,1745,2
2024-01-12,1,12,5,UA,544,SFO,SEA,645,133,679,62
2024-11-15,11,15,5,B6,545,SEA,SFO,500,127,679,-7
2024-08-15,8,15,4,DL,546,ATL,JFK,915,147,760,5
2024-08-03,8,3,6,AA,547,MIA,BOS,945,211,1258,-2
2024-11-12,11,12,2,DL,548,SEA,SFO,2015,124,679,29
2024-09-24,9,24,2,WN,549,MIA,BOS,1415,186,1258,3
2024-12-18,12,18,3,F9,550,SFO,SEA,500,134,679,-10
2024-12-08,12,8,7,DL,551,BOS,MIA,700,213,1258,6
2024-04-28,4,28,7,B6,552,EWR,MCO,1900,158,937,-2
2024-05-28,5,28,2,UA,553,JFK,LAX,800,377,2475,3
2024-03-11,3,11,1,AA,554,JFK,LAX,1930,378,2475,61
2024-06-24,6,24,1,DL,555,LAX,ORD,1345,262,1745,4
2024-11-28,11,28,4,F9,556,ATL,JFK,615,128,760,32
2024-09-04,9,4,3,NK,557,BOS,MIA,1730,204,1258,-5
2024-03-07,3,7,4,AA,558,EWR,MCO,1900,157,937,3
2024-06-09,6,9,7,B6,559,EWR,MCO,1230,171,937,6
2024-12-04,12,4,3,DL,560,ATL,JFK,1715,151,760,10
2024-11-25,11,25,1,AA,561,JFK,LAX,2015,352,2475,5
2024-05-03,5,3,5,F9,562,LAX,ORD,1245,252,1745,6
2024-08-23,8,23,5,WN,563,ORD,ATL,2045,120,606,-8
2024-11-30,11,30,6,DL,564,DEN,PHX,2200,126,602,-9
2024-11-12,11,12,2,DL,565,BOS,MIA,1145,215,1258,7
2024-01-28,1,28,7,AS,566,LAX,ORD,2245,262,1745,0
2024-08-19,8,19,1,AS,567,IAH,LAS,530,196,1220,-3
2024-09-24,9,24,2,B6,568,SEA,SFO,2015,131,679,37
2024-05-10,5,10,5,NK,569,ORD,ATL,1145,136,606,66
2024-06-22,6,22,6,WN,570,IAH,LAS,845,199,1220,10
2024-01-03,1,3,3,UA,571,DEN,PHX,2015,122,602,71
2024-03-06,3,6,3,UA,572,IAH,LAS,1545,198,1220,9
2024-07-22,7,22,1,WN,573,MIA,BOS,915,198,1258,4
2024-10-07,10,7,1,B6,574,IAH,LAS,1115,191,1220,7
2024-06-25,6,25,2,B6,575,EWR,MCO,1030,177,937,106
2024-10-14,10,14,1,DL,576,LAX,ORD,2230,268,1745,3
2024-09-24,9,24,2,NK,577,JFK,LAX,615,358,2475,-9
2024-12-15,12,15,7,UA,578,MIA,BOS,1100,196,1258,-1
2024-11-11,11,11,1,F9,579,ORD,ATL,2245,117,606,-3
2024-12-06,12,6,5,B6,580,IAH,LAS,1500,185,1220,3
2024-11-13,11,13,3,B6,581,SFO,SEA,1230,129,679,4
2024-04-09,4,9,2,WN,582,IAH,LAS,715,215,1220,103
2024-09-20,9,20,5,UA,583,IAH,LAS,2230,189,1220,51
2024-05-10,5,10,5,UA,584,BOS,MIA,615,214,1258,-6
2024-01-27,1,27,6,AS,585,BOS,MIA,2030,187,1258,-1
2024-04-22,4,22,1,AS,586,SEA,SFO,1045,122,679,6
2024-06-27,6,27,4,NK,587,ORD,ATL,1530,119,606,58
2024-09-28,9,28,6,WN,588,BOS,MIA,500,206,1258,10
2024-05-03,5,3,5,AS,589,DEN,PHX,1200,121,602,9
2024-02-28,2,28,3,AS,590,ATL,JFK,530,141,760,-1
2024-01-23,1,23,2,F9,591,DEN,PHX,2100,130,602,0
2024-10-02,10,2,3,DL,592,DFW,DEN,1145,146,641,-4
2024-10-02,10,2,3,DL,593,SFO,SEA,715,105,679,3
2024-06-18,6,18,2,F9,594,IAH,LAS,1300,203,1220,38
2024-07-27,7,27,6,WN,595,MIA,BOS,1500,197,1258,3
2024-01-04,1,4,4,DL,596,SEA,SFO,600,116,679,8
2024-12-17,12,17,2,DL,597,MIA,BOS,1945,197,1258,113
2024-03-21,3,21,4,AA,598,DEN,PHX,2230,130,602,66
2024-12-12,12,12,4,UA,599,MIA,BOS,1600,202,1258,10
2024-01-22,1,22,1,UA,600,ORD,ATL,2200,119,606,7
2024-06-25,6,25,2,WN,601,IAH,LAS,915,190,1220,6
2024-05-09,5,9,4,WN,602,BOS,MIA,645,205,1258,8
2024-12-09,12,9,1,DL,603,MIA,BOS,2030,196,1258,108
2024-12-01,12,1,7,UA,604,EWR,MCO,1130,170,937,-8
2024-11-11,11,11,1,F9,605,LAX,ORD,1630,270,1745,-6
2024-01-03,1,3,3,NK,606,DFW,DEN,1830,146,641,10
2024-12-13,12,13,5,AS,607,DFW,DEN,1930,144,641,4
2024-10-09,10,9,3,B6,608,DEN,PHX,1315,128,602,-8
2024-11-16,11,16,6,WN,609,MIA,BOS,2100,211,1258,18
2024-04-18,4,18,4,NK,610,BOS,MIA,2245,205,1258,7
2024-07-19,7,19,5,UA,611,LAX,ORD,945,256,1745,-1
2024-07-05,7,5,5,DL,612,ATL,JFK,1015,139,760,9
2024-10-16,10,16,3,UA,613,DFW,DEN,2030,121,641,-6
2024-04-28,4,28,7,WN,614,DEN,PHX,1130,112,602,-9
2024-01-24,1,24,3,F9,615,DEN,PHX,2130,126,602,-7
2024-10-05,10,5,6,B6,616,BOS,MIA,1600,201,1258,2
2024-04-24,4,24,3,B6,617,ATL,JFK,2045,153,760,1
2024-03-12,3,12,2,AA,618,SEA,SFO,1315,109,679,6
2024-07-04,7,4,4,UA,619,DFW,DEN,1830,143,641,-3
2024-12-11,12,11,3,DL,620,DEN,PHX,1800,107,602,-5
2024-10-20,10,20,7,AA,621,DFW,DEN,615,121,641,81
2024-04-02,4,2,2,UA,622,MIA,BOS,530,215,1258,8
2024-08-17,8,17,6,DL,623,SFO,SEA,1015,131,679,5
2024-03-14,3,14,4,NK,624,BOS,MIA,2130,190,1258,-5
2024-11-01,11,1,5,AS,625,DEN,PHX,900,100,602,2
2024-09-15,9,15,7,WN,626,SEA,SFO,815,120,679,9
2024-09-14,9,14,6,AA,627,SEA,SFO,900,133,679,100
2024-08-03,8,3,6,NK,628,SEA,SFO,1815,135,679,83
2024-06-28,6,28,5,F9,629,ATL,JFK,845,129,760,8
2024-04-29,4,29,1,B6,630,DEN,PHX,2245,108,602,92
2024-12-29,12,29,7,WN,631,JFK,LAX,800,362,2475,82
2024-06-10,6,10,1,WN,632,IAH,LAS,1330,212,1220,70
2024-07-06,7,6,6,NK,633,BOS,MIA,1145,202,1258,2
2024-07-08,7,8,1,F9,634,DFW,DEN,1645,143,641,-1
2024-03-01,3,1,5,UA,635,EWR,MCO,815,171,937,-5
2024-10-08,10,8,2,NK,636,LAX,ORD,1045,270,1745,-9
2024-03-15,3,15,5,AA,637,ORD,ATL,730,117,606,-8
2024-11-07,11,7,4,AS,638,ORD,ATL,2130,132,606,2
2024-11-23,11,23,6,AA,639,DFW,DEN,2130,126,641,100
2024-09-18,9,18,3,AA,640,BOS,MIA,630,192,1258,-5
2024-02-14,2,14,3,AA,641,DFW,DEN,1745,138,641,1
2024-01-08,1,8,1,WN,642,SEA,SFO,2230,128,679,27
2024-05-21,5,21,2,AS,643,LAX,ORD,1700,248,1745,4
2024-09-16,9,16,1,UA,644,ATL,JFK,1500,150,760,53
2024-10-21,10,21,1,B6,645,SEA,SFO,2015,129,679,2
2024-12-14,12,14,6,AS,646,DEN,PHX,2000,108,602,-10
2024-11-20,11,20,3,DL,647,ATL,JFK,1545,155,760,-3
2024-10-01,10,1,2,AS,648,SEA,SFO,1400,117,679,-3
2024-10-10,10,10,4,AS,649,ORD,ATL,1130,115,606,1
2024-04-12,4,12,5,WN,650,DEN,PHX,1115,106,602,-2
2024-07-01,7,1,1,WN,651,BOS,MIA,2000,209,1258,26
2024-07-09,7,9,2,AA,652,DEN,PHX,1345,105,602,8
2024-04-23,4,23,2,B6,653,ATL,JFK,1845,155,760,83
2024-06-26,6,26,3,AA,654,SEA,SFO,1900,127,679,-5
2024-12-18,12,18,3,F9,655,LAX,ORD,830,251,1745,2
2024-10-07,10,7,1,B6,656,DFW,DEN,1530,125,641,9
2024-04-17,4,17,3,F9,657,ATL,JFK,1730,139,760,1
2024-03-08,3,8,5,UA,658,BOS,MIA,1315,202,1258,-7
2024-04-10,4,10,3,NK,659,ATL,JFK,2000,130,760,-6
2024-03-09,3,9,6,NK,660,DEN,PHX,2230,125,602,6
2024-05-08,5,8,3,F9,661,MIA,BOS,815,186,1258,2
2024-08-31,8,31,6,WN,662,MIA,BOS,1530,196,1258,111
2024-10-12,10,12,6,AS,663,SEA,SFO,1800,116,679,-10
2024-10-21,10,21,1,WN,664,BOS,MIA,1630,206,1258,-1
2024-08-16,8,16,5,F9,665,IAH,LAS,1915,212,1220,-1
2024-06-21,6,21,5,UA,666,EWR,MCO,700,160,937,2
2024-06-09,6,9,7,AS,667,SFO,SEA,1730,133,679,-2
2024-10-27,10,27,7,F9,668,LAX,ORD,1000,244,1745,-5
2024-05-08,5,8,3,WN,669,EWR,MCO,1115,167,937,-8
2024-02-02,2,2,5,DL,670,ORD,ATL,545,126,606,-9
2024-05-14,5,14,2,DL,671,ORD,ATL,1415,117,606,65
2024-11-16,11,16,6,B6,672,DEN,PHX,500,121,602,-5
2024-08-31,8,31,6,AS,673,LAX,ORD,2245,244,1745,-2
2024-11-01,11,1,5,UA,674,BOS,MIA,1830,214,1258,8
2024-10-03,10,3,4,AS,675,DEN,PHX,1645,108,602,55
2024-01-06,1,6,6,UA,676,MIA,BOS,1630,200,1258,-6
2024-09-08,9,8,7,AA,677,IAH,LAS,1830,204,1220,-10
2024-10-07,10,7,1,WN,678,JFK,LAX,1845,357,2475,7
2024-11-26,11,26,2,UA,679,IAH,LAS,745,205,1220,-2
2024-11-09,11,9,6,WN,680,SEA,SFO,2230,118,679,-1
2024-04-03,4,3,3,WN,681,ORD,ATL,1930,132,606,74
2024-06-13,6,13,4,F9,682,SFO,SEA,515,108,679,84
2024-03-05,3,5,2,B6,683,MIA,BOS,715,185,1258,-3
2024-06-24,6,24,1,F9,684,SFO,SEA,1645,127,679,5
2024-02-11,2,11,7,AA,685,LAX,ORD,1345,242,1745,-9
2024-04-08,4,8,1,F9,686,DFW,DEN,500,144,641,2
2024-08-14,8,14,3,WN,687,ATL,JFK,1900,141,760,-4
2024-07-18,7,18,4,WN,688,DEN,PHX,1000,123,602,0
2024-09-03,9,3,2,DL,689,MIA,BOS,1100,192,1258,-9
2024-01-08,1,8,1,NK,690,LAX,ORD,1715,240,1745,-7
2024-12-19,12,19,4,AA,691,BOS,MIA,715,190,1258,1
2024-12-17,12,17,2,F9,692,ORD,ATL,600,121,606,10
2024-10-01,10,1,2,UA,693,IAH,LAS,1530,210,1220,45
2024-04-08,4,8,1,F9,694,IAH,LAS,1300,200,1220,-6
2024-05-30,5,30,4,F9,695,SEA,SFO,1030,115,679,8
2024-11-02,11,2,6,F9,696,MIA,BOS,2115,199,1258,-8
2024-10-04,10,4,5,B6,697,MIA,BOS,2145,208,1258,97
2024-11-13,11,13,3,UA,698,JFK,LAX,1500,371,2475,-3
2024-09-25,9,25,3,NK,699,SFO,SEA,1430,118,679,-6
2024-02-19,2,19,1,AS,700,ORD,ATL,1000,116,606,32
2024-04-08,4,8,1,DL,701,DEN,PHX,2030,101,602,2
2024-11-06,11,6,3,AS,702,SFO,SEA,2000,119,679,42
2024-10-12,10,12,6,AA,703,LAX,ORD,630,256,1745,1
2024-02-06,2,6,2,AA,704,IAH,LAS,2100,188,1220,43
2024-07-16,7,16,2,WN,705,SEA,SFO,1045,128,679,-3
2024-10-22,10,22,2,DL,706,EWR,MCO,815,180,937,3
2024-07-24,7,24,3,UA,707,SEA,SFO,1930,133,679,7
2024-06-15,6,15,6,AS,708,SEA,SFO,1830,124,679,10
2024-10-06,10,6,7,WN,709,BOS,MIA,1645,199,1258,-2
2024-01-18,1,18,4,NK,710,JFK,LAX,930,350,2475,6
2024-04-19,4,19,5,B6,711,SFO,SEA,1315,108,679,104
2024-07-01,7,1,1,AA,712,DEN,PHX,1215,108,602,8
2024-10-19,10,19,6,B6,713,ORD,ATL,1545,115,606,-8
2024-12-25,12,25,3,F9,714,IAH,LAS,1400,208,1220,9
2024-01-29,1,29,1,NK,715,ORD,ATL,1845,139,606,120
2024-11-30,11,30,6,DL,716,SFO,SEA,1700,114,679,10
2024-10-03,10,3,4,AA,717,LAX,ORD,900,261,1745,-3
2024-10-31,10,31,4,NK,718,DEN,PHX,1445,104,602,71
2024-02-12,2,12,1,UA,719,LAX,ORD,1730,242,1745,7
2024-08-10,8,10,6,NK,720,SEA,SFO,2015,120,679,33
2024-10-19,10,19,6,NK,721,EWR,MCO,1215,157,937,6
2024-06-14,6,14,5,B6,722,ATL,JFK,1845,136,760,-7
2024-06-13,6,13,4,AS,723,SFO,SEA,1030,124,679,-1
2024-03-15,3,15,5,F9,724,BOS,MIA,1130,189,1258,-3
2024-01-28,1,28,7,DL,725,ORD,ATL,1400,120,606,-6
2024-08-18,8,18,7,DL,726,MIA,BOS,1115,202,1258,7
2024-09-04,9,4,3,B6,727,SEA,SFO,1700,113,679,-10
2024-05-25,5,25,6,UA,728,JFK,LAX,645,370,2475,-2
2024-07-17,7,17,3,AA,729,ORD,ATL,800,119,606,1
2024-07-13,7,13,6,NK,730,SFO,SEA,2000,110,679,0
2024-08-22,8,22,4,WN,731,SEA,SFO,1230,115,679,-9
2024-03-21,3,21,4,F9,732,ATL,JFK,1415,141,760,1
2024-11-16,11,16,6,B6,733,JFK,LAX,2230,357,2475,-10
2024-07-20,7,20,6,UA,734,LAX,ORD,2115,253,1745,64
2024-03-19,3,19,2,WN,735,BOS,MIA,1545,202,1258,9
2024-11-30,11,30,6,UA,736,SFO,SEA,930,127,679,-4
2024-03-15,3,15,5,UA,737,ATL,JFK,1500,142,760,-5
2024-06-11,6,11,2,DL,738,DFW,DEN,1545,150,641,19
2024-08-14,8,14,3,NK,739,MIA,BOS,1315,209,1258,10
2024-03-08,3,8,5,WN,740,ORD,ATL,1315,129,606,9
2024-12-17,12,17,2,WN,741,SFO,SEA,2015,121,679,115
2024-11-28,11,28,4,F9,742,IAH,LAS,2015,190,1220,5
2024-01-17,1,17,3,WN,743,SFO,SEA,1815,128,679,-2
2024-02-03,2,3,6,WN,744,SFO,SEA,2030,132,679,4
2024-08-06,8,6,2,F9,745,SFO,SEA,1730,117,679,110
2024-02-25,2,25,7,AA,746,SEA,SFO,1245,128,679,-9
2024-07-17,7,17,3,AA,747,SEA,SFO,1130,119,679,-9
2024-05-26,5,26,7,NK,748,MIA,BOS,615,199,1258,9
2024-09-13,9,13,5,F9,749,ORD,ATL,945,123,606,7
2024-01-13,1,13,6,AS,750,DEN,PHX,1900,108,602,-4
2024-11-28,11,28,4,AS,751,IAH,LAS,700,207,1220,-7
2024-07-04,7,4,4,F9,752,EWR,MCO,1045,172,937,6
2024-03-28,3,28,4,NK,753,JFK,LAX,1015,355,2475,-6
2024-06-06,6,6,4,AA,754,ATL,JFK,1415,128,760,4
2024-01-02,1,2,2,UA,755,SFO,SEA,2045,122,679,4
2024-09-09,9,9,1,AA,756,BOS,MIA,1945,199,1258,5
2024-11-03,11,3,7,DL,757,BOS,MIA,2215,186,1258,-2
2024-01-29,1,29,1,UA,758,DFW,DEN,1430,149,641,20
2024-02-25,2,25,7,DL,759,JFK,LAX,1415,380,2475,102
2024-10-23,10,23,3,F9,760,IAH,LAS,1430,196,1220,114
2024-08-06,8,6,2,NK,761,ORD,ATL,900,132,606,76
2024-09-26,9,26,4,B6,762,LAX,ORD,600,258,1745,-4
2024-12-18,12,18,3,DL,763,DEN,PHX,1830,108,602,-1
2024-11-10,11,10,7,AS,764,DFW,DEN,2045,145,641,10
2024-04-29,4,29,1,UA,765,BOS,MIA,800,199,1258,-10
2024-04-16,4,16,2,DL,766,IAH,LAS,630,196,1220,3
2024-11-23,11,23,6,WN,767,JFK,LAX,1430,366,2475,-8
2024-02-28,2,28,3,AS,768,JFK,LAX,515,356,2475,8
2024-12-10,12,10,2,AS,769,LAX,ORD,945,244,1745,-9
2024-06-20,6,20,4,F9,770,SEA,SFO,2130,123,679,-9
2024-10-01,10,1,2,AS,771,SEA,SFO,1600,109,679,0
2024-06-22,6,22,6,B6,772,JFK,LAX,1715,369,2475,-5
2024-12-27,12,27,5,DL,773,MIA,BOS,1800,200,1258,-2
2024-08-19,8,19,1,WN,774,LAX,ORD,1415,243,1745,6
2024-04-13,4,13,6,AS,775,JFK,LAX,2015,356,2475,-10
2024-09-25,9,25,3,AS,776,DEN,PHX,2115,106,602,-7
2024-07-17,7,17,3,AA,777,DEN,PHX,1400,121,602,-10
2024-08-27,8,27,2,DL,778,LAX,ORD,1400,258,1745,114
2024-04-17,4,17,3,B6,779,EWR,MCO,2230,179,937,51
2024-03-01,3,1,5,F9,780,EWR,MCO,500,161,937,30
2024-06-12,6,12,3,AS,781,SEA,SFO,1215,107,679,-1
2024-06-22,6,22,6,B6,782,BOS,MIA,2000,188,1258,19
2024-02-14,2,14,3,NK,783,JFK,LAX,1930,359,2475,92
2024-12-09,12,9,1,AS,784,SFO,SEA,1915,107,679,112
2024-08-21,8,21,3,F9,785,ORD,ATL,2015,140,606,4
2024-11-11,11,11,1,WN,786,DFW,DEN,1530,134,641,-5
2024-02-03,2,3,6,F9,787,JFK,LAX,1030,374,2475,4
2024-10-21,10,21,1,AS,788,BOS,MIA,830,202,1258,120
2024-09-29,9,29,7,DL,789,MIA,BOS,1215,200,1258,-3
2024-06-23,6,23,7,NK,790,ORD,ATL,1830,127,606,3
2024-12-05,12,5,4,WN,791,DFW,DEN,2000,138,641,8
2024-10-11,10,11,5,F9,792,LAX,ORD,1700,259,1745,-1
2024-11-01,11,1,5,DL,793,EWR,MCO,600,161,937,5
2024-11-21,11,21,4,UA,794,BOS,MIA,1930,197,1258,-6
2024-04-15,4,15,1,F9,795,SFO,SEA,1445,127,679,8
2024-10-25,10,25,5,AS,796,ORD,ATL,930,111,606,2
2024-01-28,1,28,7,AS,797,SEA,SFO,830,132,679,1
2024-08-09,8,9,5,AA,798,SFO,SEA,1745,117,679,0
2024-04-18,4,18,4,NK,799,SEA,SFO,2245,131,679,-4
2024-03-19,3,19,2,AS,800,ATL,JFK,900,127,760,-6
2024-09-06,9,6,5,AA,801,DFW,DEN,715,140,641,-6
2024-12-22,12,22,7,NK,802,DEN,PHX,1945,117,602,-5
2024-06-30,6,30,7,F9,803,ATL,JFK,2015,147,760,-10
2024-10-06,10,6,7,B6,804,ATL,JFK,2030,128,760,20
2024-02-10,2,10,6,F9,805,IAH,LAS,1900,201,1220,-2
2024-08-29,8,29,4,DL,806,SFO,SEA,2230,124,679,-8
2024-09-30,9,30,1,AA,807,LAX,ORD,2030,253,1745,6
2024-05-28,5,28,2,AS,808,MIA,BOS,1430,186,1258,9
2024-03-27,3,27,3,F9,809,BOS,MIA,530,200,1258,-1
2024-09-15,9,15,7,DL,810,DFW,DEN,930,128,641,-2
2024-02-27,2,27,2,B6,811,JFK,LAX,1930,375,2475,-6
2024-12-24,12,24,2,UA,812,MIA,BOS,630,187,1258,6
2024-03-19,3,19,2,UA,813,BOS,MIA,1715,206,1258,3
2024-11-22,11,22,5,F9,814,IAH,LAS,630,209,1220,1
2024-03-26,3,26,2,DL,815,JFK,LAX,2215,362,2475,5
2024-05-14,5,14,2,NK,816,DEN,PHX,1445,112,602,-10
2024-12-15,12,15,7,AS,817,SEA,SFO,1645,124,679,84
2024-05-18,5,18,6,B6,818,LAX,ORD,1745,264,1745,99
2024-12-10,12,10,2,WN,819,IAH,LAS,1030,202,1220,59
2024-01-05,1,5,5,AA,820,EWR,MCO,2100,176,937,28
2024-04-22,4,22,1,F9,821,LAX,ORD,500,241,1745,-9
2024-11-22,11,22,5,WN,822,BOS,MIA,945,206,1258,-8
2024-12-22,12,22,7,UA,823,ORD,ATL,1930,134,606,-8
2024-12-07,12,7,6,NK,824,IAH,LAS,730,209,1220,-5
2024-07-17,7,17,3,AA,825,ATL,JFK,1315,139,760,120
2024-04-12,4,12,5,DL,826,DEN,PHX,815,117,602,78
2024-11-10,11,10,7,NK,827,SFO,SEA,800,107,679,-2
2024-05-08,5,8,3,DL,828,BOS,MIA,900,214,1258,79
2024-07-18,7,18,4,AA,829,EWR,MCO,545,170,937,2
2024-02-05,2,5,1,NK,830,ATL,JFK,2000,143,760,104
2024-12-15,12,15,7,AS,831,LAX,ORD,730,257,1745,98
2024-08-23,8,23,5,AS,832,ORD,ATL,1000,140,606,41
2024-04-07,4,7,7,NK,833,EWR,MCO,1645,157,937,-7
2024-04-07,4,7,7,F9,834,IAH,LAS,1245,197,1220,108
2024-11-25,11,25,1,DL,835,SEA,SFO,500,115,679,4
2024-01-22,1,22,1,AA,836,LAX,ORD,2145,270,1745,10
2024-10-23,10,23,3,UA,837,IAH,LAS,945,205,1220,110
2024-11-12,11,12,2,AA,838,DEN,PHX,515,120,602,-6
2024-02-19,2,19,1,AA,839,MIA,BOS,700,188,1258,91
2024-11-11,11,11,1,F9,840,BOS,MIA,1545,195,1258,3
2024-10-21,10,21,1,DL,841,EWR,MCO,615,165,937,-4
2024-05-20,5,20,1,DL,842,ORD,ATL,2215,124,606,1
2024-01-21,1,21,7,WN,843,BOS,MIA,1715,185,1258,10
2024-01-04,1,4,4,F9,844,ORD,ATL,1445,132,606,10
2024-03-05,3,5,2,F9,845,IAH,LAS,1945,192,1220,6
2024-12-20,12,20,5,UA,846,BOS,MIA,730,196,1258,5
2024-10-12,10,12,6,NK,847,JFK,LAX,830,377,2475,83
2024-11-16,11,16,6,WN,848,DEN,PHX,815,121,602,-4
2024-03-31,3,31,7,F9,849,DEN,PHX,1630,106,602,-9
2024-06-20,6,20,4,NK,850,MIA,BOS,600,208,1258,4
2024-03-31,3,31,7,AA,851,SEA,SFO,800,133,679,81
2024-08-15,8,15,4,WN,852,IAH,LAS,1515,209,1220,-4
2024-04-26,4,26,5,DL,853,LAX,ORD,1715,242,1745,-4
2024-09-05,9,5,4,F9,854,BOS,MIA,1915,197,1258,-4
2024-08-22,8,22,4,AS,855,DFW,DEN,1130,124,641,-2
2024-10-18,10,18,5,AA,856,IAH,LAS,1945,190,1220,75
2024-05-31,5,31,5,AS,857,SFO,SEA,1015,107,679,10
2024-09-07,9,7,6,NK,858,SEA,SFO,1930,105,679,5
2024-05-06,5,6,1,NK,859,IAH,LAS,900,198,1220,-3
2024-08-28,8,28,3,AA,860,JFK,LAX,2145,365,2475,3
2024-09-10,9,10,2,DL,861,DEN,PHX,1815,104,602,-10
2024-05-02,5,2,4,AS,862,MIA,BOS,1415,207,1258,77
2024-10-25,10,25,5,F9,863,BOS,MIA,1715,210,1258,-6
2024-08-25,8,25,7,AS,864,EWR,MCO,745,183,937,96
2024-01-17,1,17,3,AS,865,SEA,SFO,2215,130,679,9
2024-06-20,6,20,4,DL,866,BOS,MIA,1600,188,1258,102
2024-08-26,8,26,1,NK,867,LAX,ORD,2200,257,1745,-5
2024-06-20,6,20,4,WN,868,DFW,DEN,1115,130,641,77
2024-09-14,9,14,6,AS,869,MIA,BOS,1630,199,1258,-8
2024-09-26,9,26,4,F9,870,SEA,SFO,2230,119,679,7
2024-12-20,12,20,5,AS,871,EWR,MCO,1145,157,937,-8
2024-04-01,4,1,1,DL,872,ATL,JFK,1030,128,760,-7
2024-03-18,3,18,1,UA,873,DEN,PHX,530,113,602,10
2024-06-26,6,26,3,UA,874,DEN,PHX,1415,102,602,-10
2024-09-23,9,23,1,AA,875,SFO,SEA,1545,123,679,0
2024-06-04,6,4,2,F9,876,DEN,PHX,1030,107,602,-1
2024-05-27,5,27,1,F9,877,LAX,ORD,1445,270,1745,61
2024-03-23,3,23,6,UA,878,BOS,MIA,915,192,1258,-5
2024-06-11,6,11,2,DL,879,JFK,LAX,1015,367,2475,1
2024-06-11,6,11,2,AA,880,EWR,MCO,2215,172,937,73
